N = 105;
K = 50;
capacity = [200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200];
nodeInfo = [
<0,0,1351,0>
<20,750,809,0>
<30,147,219,90>
<10,616,661,90>
<20,128,179,90>
<40,351,386,90>
<20,384,443,90>
<10,364,416,90>
<10,567,626,90>
<20,0,1222,90>
<30,33,93,90>
<20,72,141,90>
<20,32,102,90>
<20,370,440,90>
<10,84,147,90>
<20,380,440,90>
<30,0,1199,90>
<10,215,293,90>
<20,390,434,90>
<20,0,1222,90>
<20,448,517,0>
<20,176,243,90>
<10,19,94,90>
<10,101,160,90>
<20,904,954,90>
<20,221,277,90>
<10,611,678,90>
<30,319,398,90>
<40,0,1205,90>
<10,53,123,90>
<20,556,610,90>
<20,23,66,90>
<20,110,170,90>
<20,0,1244,90>
<10,0,1233,0>
<20,0,1226,90>
<30,0,1179,90>
<20,595,636,90>
<10,286,341,90>
<10,0,1182,90>
<10,205,279,90>
<20,0,1219,90>
<10,0,1166,90>
<20,0,1209,90>
<20,0,1213,0>
<10,51,93,90>
<10,865,925,90>
<10,629,677,90>
<20,647,703,0>
<10,35,91,90>
<20,0,1232,90>
<30,128,195,90>
<20,0,1182,90>
<30,979,1037,90>
<20,405,459,90>
<10,15,62,90>
<10,0,1196,90>
<20,0,1220,90>
<20,115,180,90>
<20,188,260,90>
<10,93,159,90>
<10,568,626,90>
<10,0,1184,90>
<10,516,574,0>
<10,494,550,90>
<30,80,153,90>
<30,515,585,0>
<20,128,185,90>
<20,890,941,90>
<20,314,358,0>
<20,0,1223,90>
<20,608,661,90>
<20,356,429,90>
<20,70,141,90>
<10,310,381,90>
<30,296,347,90>
<10,351,437,90>
<10,0,1247,90>
<20,307,374,90>
<20,137,182,90>
<40,287,363,90>
<10,76,144,90>
<30,49,119,90>
<10,0,1218,90>
<20,567,634,90>
<10,65,126,90>
<30,0,1170,90>
<10,278,325,90>
<30,723,756,90>
<10,0,1243,90>
<20,387,466,90>
<10,86,142,90>
<10,88,141,90>
<30,241,292,90>
<20,234,298,90>
<20,401,481,90>
<20,0,1180,90>
<20,433,491,90>
<10,792,850,0>
<20,55,128,90>
<20,275,350,90>
<20,311,365,90>
<20,517,567,90>
<10,1038,1090,90>
<10,506,566,90>
<20,0,1189,0>
<-20,750,809,90>
<-30,234,316,90>
<-10,0,1198,90>
<-20,0,1184,90>
<-40,526,584,90>
<-20,478,531,90>
<-10,641,697,90>
<-10,1036,1097,90>
<-20,656,728,90>
<-30,650,710,90>
<-20,140,199,90>
<-20,933,1008,90>
<-20,748,800,90>
<-10,0,1167,90>
<-20,479,529,90>
<-30,582,638,90>
<-10,704,749,90>
<-20,0,1214,90>
<-20,840,900,90>
<-20,448,517,90>
<-20,561,632,90>
<-10,0,1243,90>
<-10,201,258,90>
<-20,0,1214,90>
<-20,677,743,90>
<-10,797,874,90>
<-30,0,1184,90>
<-40,683,760,90>
<-10,960,1016,90>
<-20,741,791,90>
<-20,655,721,90>
<-20,0,1210,90>
<-20,931,971,90>
<-10,0,1233,90>
<-20,196,252,90>
<-30,692,765,90>
<-20,0,1223,90>
<-10,0,1220,90>
<-10,0,1184,90>
<-10,673,748,90>
<-20,462,534,90>
<-10,426,491,90>
<-20,846,911,90>
<-20,0,1213,90>
<-10,306,376,90>
<-10,0,1244,90>
<-10,0,1206,90>
<-20,647,703,90>
<-10,665,738,90>
<-20,0,1238,90>
<-30,508,566,90>
<-20,231,298,90>
<-30,0,1192,90>
<-20,507,543,90>
<-10,553,602,90>
<-10,509,571,90>
<-20,285,358,90>
<-20,0,1196,90>
<-20,855,913,90>
<-10,465,532,90>
<-10,659,720,90>
<-10,406,482,90>
<-10,516,574,90>
<-10,0,1203,90>
<-30,841,902,90>
<-30,515,585,90>
<-20,870,923,90>
<-20,1130,1198,90>
<-20,314,358,90>
<-20,0,1224,90>
<-20,870,953,90>
<-20,0,1222,90>
<-20,229,280,90>
<-10,410,470,90>
<-30,472,539,90>
<-10,467,511,90>
<-10,173,229,90>
<-20,778,825,90>
<-20,598,669,90>
<-40,392,442,90>
<-10,801,872,90>
<-30,577,636,90>
<-10,764,823,90>
<-20,754,814,90>
<-10,972,1008,90>
<-30,0,1168,90>
<-10,0,1240,90>
<-30,895,960,90>
<-10,1011,1077,90>
<-20,950,1003,90>
<-10,976,1025,90>
<-10,178,238,90>
<-30,0,1180,90>
<-20,0,1179,90>
