N = 51;
K = 25;
capacity = [700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700];
nodeInfo = [
<0,0.0,3390.0,0>
<10,213.0,568.0,90>
<30,22.0,563.0,90>
<10,1154.0,1527.0,90>
<10,15.0,402.0,90>
<20,331.0,822.0,90>
<20,965.0,1340.0,90>
<20,2653.0,3280.0,0>
<10,1846.0,2365.0,90>
<20,2143.0,2638.0,90>
<20,1560.0,2083.0,90>
<10,1689.0,2144.0,90>
<10,10.0,645.0,90>
<20,12.0,505.0,90>
<10,23.0,368.0,90>
<40,2380.0,2787.0,90>
<10,93.0,484.0,90>
<20,1268.0,1785.0,90>
<10,168.0,787.0,90>
<10,170.0,595.0,90>
<20,585.0,1136.0,90>
<10,666.0,1245.0,90>
<10,1076.0,1589.0,90>
<10,1612.0,2185.0,90>
<20,2529.0,2962.0,90>
<30,1884.0,2293.0,90>
<10,2348.0,2771.0,90>
<20,1078.0,1593.0,90>
<10,897.0,1392.0,90>
<30,1199.0,1660.0,90>
<10,223.0,738.0,90>
<20,18.0,474.0,90>
<50,14.0,360.0,90>
<10,246.0,899.0,90>
<10,704.0,1197.0,90>
<10,12.0,424.0,90>
<10,534.0,985.0,90>
<10,131.0,644.0,90>
<10,2169.0,2818.0,90>
<50,87.0,498.0,90>
<10,2505.0,2870.0,90>
<10,1591.0,2232.0,90>
<10,1604.0,2027.0,90>
<30,1338.0,1913.0,0>
<10,1116.0,1753.0,90>
<20,518.0,1029.0,90>
<40,8.0,509.0,90>
<10,549.0,1186.0,90>
<30,397.0,956.0,90>
<20,839.0,1276.0,90>
<10,272.0,701.0,90>
<20,373.0,790.0,90>
<-10,1829.0,2388.0,90>
<-30,744.0,1177.0,90>
<-10,2701.0,3258.0,90>
<-10,15.0,607.0,90>
<-20,1763.0,2264.0,90>
<-20,2119.0,2682.0,90>
<-20,2653.0,3280.0,90>
<-10,2603.0,2952.0,90>
<-20,2310.0,2659.0,90>
<-20,1985.0,2412.0,90>
<-10,2385.0,2976.0,90>
<-10,2628.0,3113.0,90>
<-20,1036.0,1439.0,90>
<-10,1190.0,1661.0,90>
<-40,2675.0,3288.0,90>
<-10,448.0,897.0,90>
<-20,2077.0,2514.0,90>
<-10,499.0,1030.0,90>
<-10,890.0,1395.0,90>
<-20,772.0,1329.0,90>
<-10,1330.0,1919.0,90>
<-10,1519.0,1926.0,90>
<-10,2018.0,2725.0,90>
<-20,2599.0,3076.0,90>
<-30,2463.0,2842.0,90>
<-10,2715.0,3156.0,90>
<-20,2201.0,2728.0,90>
<-10,1745.0,2240.0,90>
<-30,1325.0,1904.0,90>
<-10,1932.0,2437.0,90>
<-20,1498.0,1921.0,90>
<-50,393.0,942.0,90>
<-10,1552.0,2057.0,90>
<-10,1263.0,1780.0,90>
<-10,641.0,1070.0,90>
<-10,812.0,1281.0,90>
<-10,998.0,1481.0,90>
<-10,2599.0,3164.0,90>
<-50,2015.0,2544.0,90>
<-10,2713.0,3275.0,90>
<-10,2789.0,3279.0,90>
<-10,2369.0,2816.0,90>
<-30,1338.0,1913.0,90>
<-10,1783.0,2226.0,90>
<-20,2002.0,2419.0,90>
<-40,2563.0,3002.0,90>
<-10,2976.0,3275.0,90>
<-30,1513.0,1928.0,90>
<-20,1030.0,1463.0,90>
<-10,1349.0,1712.0,90>
<-20,2079.0,2532.0,90>
<0,0.0,3390.0,0>
];
X = [40,52,45,60,42,16,58,34,22,18,15,15,30,28,25,22,23,4,20,20,10,5,5,36,33,34,30,44,42,40,50,50,50,48,44,47,45,53,92,53,87,72,66,65,56,67,42,65,60,58,55,55,86,62,72,45,20,95,34,35,22,25,28,35,0,8,30,10,20,8,0,2,8,14,26,35,33,36,25,32,35,30,38,47,38,38,42,48,42,78,25,62,60,85,65,75,90,85,64,70,62,60,95,40];
Y = [50,75,70,66,65,42,70,60,85,75,75,80,50,52,50,66,52,55,50,55,35,35,45,18,32,25,35,5,15,5,30,35,40,30,25,40,35,30,30,35,30,55,55,60,64,85,58,82,85,75,80,85,46,80,45,65,85,30,60,69,75,85,70,66,45,45,56,40,80,40,40,40,62,66,32,32,35,40,35,20,5,30,10,35,15,5,30,20,10,40,30,40,55,25,60,55,35,35,46,58,69,60,35,50];
membership = [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];
alpha = 1.0;
beta = 1.0;
