N = 51;
K = 25;
capacity = [1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000];
nodeInfo = [
<0,0,960,0>
<20,388,911,0>
<30,30,546,10>
<10,353,708,10>
<20,228,667,10>
<20,161,558,10>
<40,33,511,10>
<20,46,519,10>
<10,35,697,10>
<20,94,535,10>
<20,218,571,10>
<40,85,542,10>
<40,229,640,10>
<30,389,788,10>
<10,52,536,10>
<10,90,521,10>
<20,50,534,10>
<10,425,898,10>
<30,342,751,10>
<40,43,617,10>
<10,36,658,10>
<30,191,586,10>
<10,33,568,10>
<10,38,606,10>
<10,341,658,10>
<3,25,516,10>
<5,239,630,10>
<19,390,843,10>
<23,227,686,10>
<17,401,923,10>
<9,110,525,10>
<6,39,593,10>
<17,20,498,10>
<16,11,530,10>
<9,100,555,10>
<27,9,510,10>
<14,81,520,10>
<8,27,622,10>
<5,135,556,10>
<16,63,520,10>
<31,125,530,10>
<27,190,659,10>
<30,215,608,10>
<10,249,580,10>
<9,14,506,10>
<2,198,609,10>
<13,272,565,0>
<19,90,549,10>
<6,204,633,10>
<14,14,581,10>
<35,426,787,10>
<9,14,499,10>
<-20,388,911,10>
<-30,429,838,10>
<-10,410,905,10>
<-20,114,561,10>
<-20,410,823,10>
<-40,45,517,10>
<-20,42,706,10>
<-10,315,782,10>
<-20,386,904,10>
<-20,401,902,10>
<-40,212,605,10>
<-40,404,847,10>
<-30,57,600,10>
<-10,259,650,10>
<-10,29,548,10>
<-20,391,802,10>
<-10,55,575,10>
<-30,161,610,10>
<-40,418,825,10>
<-10,201,670,10>
<-30,448,873,10>
<-10,373,928,10>
<-10,396,904,10>
<-10,430,913,10>
<-3,425,913,10>
<-5,394,909,10>
<-19,444,942,10>
<-23,420,897,10>
<-17,436,907,10>
<-9,49,504,10>
<-6,325,897,10>
<-17,389,914,10>
<-16,19,566,10>
<-9,37,597,10>
<-27,45,523,10>
<-14,229,624,10>
<-8,265,638,10>
<-5,330,930,10>
<-16,395,911,10>
<-31,442,937,10>
<-27,356,930,10>
<-30,390,900,10>
<-10,40,630,10>
<-9,404,753,10>
<-2,351,782,10>
<-13,272,565,10>
<-19,149,586,10>
<-6,51,602,10>
<-14,20,539,10>
<-35,213,648,10>
<-9,39,528,10>
<0,0,960,0>
];
X = [40,25,22,22,18,15,8,8,5,0,44,42,40,95,90,88,88,87,85,65,60,60,55,2,42,25,20,50,30,15,45,65,45,35,64,31,65,63,2,5,60,8,6,49,27,63,12,24,37,53,4,26,25,55,67,62,65,40,10,18,35,15,21,41,95,57,65,42,92,55,55,58,55,61,42,20,20,0,47,30,40,55,67,38,37,20,38,15,57,35,5,49,31,23,20,10,72,12,26,85,56,10,2,40];
Y = [50,85,75,85,75,75,40,45,45,40,5,10,15,30,35,30,35,30,35,85,80,85,80,45,12,30,50,35,25,60,65,20,30,40,42,52,55,65,60,5,12,56,68,58,43,23,24,58,47,43,18,52,85,85,85,80,82,5,20,80,5,10,24,37,35,29,35,15,30,20,54,75,60,52,5,20,80,45,47,60,60,82,5,15,31,82,5,80,48,69,35,42,67,3,85,40,35,24,35,25,37,35,40,50];
membership = [1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1];
alpha = 1.0;
beta = 1.0;
