N = 51;
K = 3;
capacity = [700,700,700];
nodeInfo = [
<0,0,3390,0>
<10,311,471,90>
<30,213,373,90>
<10,1167,1327,90>
<10,25,185,90>
<20,497,657,90>
<20,2887,3047,90>
<10,2601,2761,90>
<40,2216,2376,90>
<40,1934,2094,90>
<20,1742,1902,90>
<10,10,170,90>
<20,22,182,90>
<10,1643,1803,90>
<10,1545,1705,0>
<10,398,558,90>
<10,303,463,90>
<20,781,941,90>
<40,685,845,90>
<10,876,1036,90>
<20,971,1131,90>
<30,1063,1223,90>
<10,1819,1979,90>
<10,2573,2733,90>
<30,2009,2169,90>
<10,2480,2640,90>
<20,1256,1416,90>
<10,1065,1225,90>
<30,1350,1510,90>
<10,401,561,90>
<20,120,280,90>
<50,25,185,90>
<10,493,653,90>
<10,871,1031,90>
<10,12,172,90>
<10,680,840,90>
<30,2321,2481,90>
<10,308,468,90>
<50,213,373,90>
<20,118,278,90>
<30,2703,2863,90>
<20,1925,2085,0>
<20,1641,1801,90>
<30,1546,1706,90>
<10,1355,1515,90>
<10,1451,1611,90>
<20,694,854,90>
<40,8,168,90>
<30,881,1041,90>
<30,597,757,90>
<20,978,1138,90>
<10,407,567,90>
<-10,2513,2673,90>
<-30,788,948,90>
<-10,3119,3279,90>
<-10,2900,3060,90>
<-20,593,753,90>
<-20,2983,3143,90>
<-10,2791,2951,90>
<-40,2698,2858,90>
<-40,2119,2279,90>
<-20,1837,1997,90>
<-10,209,369,90>
<-20,116,276,90>
<-10,2311,2471,90>
<-10,1545,1705,90>
<-10,2405,2565,90>
<-10,2026,2186,90>
<-20,1253,1413,90>
<-40,2504,2664,90>
<-10,1158,1318,90>
<-20,1447,1607,90>
<-30,1346,1506,90>
<-10,2292,2452,90>
<-10,2666,2826,90>
<-30,2758,2918,90>
<-10,2856,3016,90>
<-20,2385,2545,90>
<-10,1913,2073,90>
<-30,1535,1695,90>
<-10,2105,2265,90>
<-20,1630,1790,90>
<-50,588,748,90>
<-10,1725,1885,90>
<-10,1442,1602,90>
<-10,776,936,90>
<-10,967,1127,90>
<-30,2414,2574,90>
<-10,1160,1320,90>
<-50,2200,2360,90>
<-20,2802,2962,90>
<-30,3097,3257,90>
<-20,1925,2085,90>
<-20,2029,2189,90>
<-30,2226,2386,90>
<-10,3001,3161,90>
<-10,2131,2291,90>
<-20,1073,1233,90>
<-40,502,662,90>
<-30,2608,2768,90>
<-30,1261,1421,90>
<-20,1832,1992,90>
<-10,1736,1896,90>
<0,0,3390,0>
];
X = [40,52,45,62,42,16,34,28,20,20,15,30,28,14,8,20,20,10,8,5,2,0,36,33,34,30,44,42,40,50,50,50,48,44,47,45,95,53,53,45,85,75,70,65,56,60,67,42,62,60,58,55,85,65,60,72,10,30,35,35,25,15,23,25,18,8,22,22,5,22,0,4,8,26,33,35,36,25,32,35,30,38,47,38,38,42,48,92,42,25,78,64,75,86,95,62,90,58,55,87,60,72,66,40];
Y = [50,75,70,69,65,42,60,70,80,85,75,50,52,66,62,50,55,35,40,35,40,40,18,35,25,35,5,15,5,30,35,40,30,25,40,35,30,30,35,65,35,55,58,60,64,60,85,58,80,85,75,80,25,82,55,45,40,56,66,69,85,80,52,50,75,62,75,85,45,66,45,55,45,32,32,32,40,35,20,5,30,10,35,15,5,30,20,30,10,30,40,46,55,46,35,40,35,70,85,30,66,55,55,50];
membership = [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];
alpha = 1.0;
beta = 1.0;
